NUMBER,HSN_CODE,NAME_OF_COMMODITY,CHAPTER_NO,SUB_CHAPTER,GST_PERCENTAGE_INDIA
3200,3204.19.32,Azoic diazo component 2 (fast orange G/GC base),32,IV,18%
3201,3204.19.33,Azoic diazo component 3 (fast scarlet GG/GGS base),32,IV,18%
3202,3204.19.34,Azoic diazo component 4 (fast garment GBC base),32,IV,18%
3203,3204.19.35,Azoic diazo component 5 (fast red B base),32,IV,18%
3204,3204.19.36,Azoic diazo component 6 (fast orange GR base),32,IV,18%
3205,3204.19.37,Azoic diazo component 10 (fast red R base),32,IV,18%
3206,3204.19.38,Azoic diazo component 11 (fast red TR base),32,IV,18%
3207,3204.19.41,Azoic diazo component 12 (fast scarlet G base),32,IV,18%
3208,3204.19.42,Azoic diazo component 13 (fast scarlet R base),32,IV,18%
3209,3204.19.43,Azoic diazo component 20 (fast blue BB base),32,IV,18%
3210,3204.19.44,Azoic diazo component 24 (fast Blue RR base),32,IV,18%
3211,3204.19.45,Azoic diazo component 32 (fast  red KB base),32,IV,18%
3212,3204.19.46,Azoic diazo component 41 (fast violet B base),32,IV,18%
3213,3204.19.47,Azoic diazo component 48 (fast Blue B base),32,IV,18%
3214,3204.19.49,Other azoic diazo components,32,IV,18%
3215,3204.19.51,"Yellow, Azoic colours ",32,IV,18%
3216,3204.19.52,"Oranges, Azoic colours ",32,IV,18%
3217,3204.19.53,"Reds, Azoic colours ",32,IV,18%
3218,3204.19.54,"Violets, Azoic colours ",32,IV,18%
3219,3204.19.55,"Blues, Azoic colours ",32,IV,18%
3220,3204.19.56,"Greens, Azoic colours ",32,IV,18%
3221,3204.19.57,"Browns, Azoic colours ",32,IV,18%
3222,3204.19.58,"Blacks, Azoic colours ",32,IV,18%
3223,3204.19.59,"Other, , Azoic colours ",32,IV,18%
3224,3204.19.61,"Yellow, sulphur based colouring matters ",32,IV,18%
3225,3204.19.62,"Oranges, sulphur based colouring matters ",32,IV,18%
3226,3204.19.63,"Reds, sulphur based colouring matters ",32,IV,18%
3227,3204.19.64,"Blues, sulphur based colouring matters ",32,IV,18%
3228,3204.19.65,"Greens, sulphur based colouring matters ",32,IV,18%
3229,3204.19.66,"Browns, sulphur based colouring matters ",32,IV,18%
3230,3204.19.67,"Blacks, sulphur based colouring matters ",32,IV,18%
3231,3204.19.69,"Other, sulphur based colouring matters ",32,IV,18%
3232,3204.19.71,"Yellow, solvent based colouring matters ",32,IV,18%
3233,3204.19.72,"Oranges, solvent based colouring matters ",32,IV,18%
3234,3204.19.73,"Reds, solvent based colouring matters ",32,IV,18%
3235,3204.19.74,"Violets, solvent based colouring matters ",32,IV,18%
3236,3204.19.75,"Blues, solvent based colouring matters ",32,IV,18%
3237,3204.19.76,"Greens, solvent based colouring matters ",32,IV,18%
3238,3204.19.77,"Browns, solvent based colouring matters ",32,IV,18%
3239,3204.19.78,"Blacks, solvent based colouring matters ",32,IV,18%
3240,3204.19.79,"Other, solvent based colouring matters ",32,IV,18%
3241,3204.19.81,"Yellow 3 (Sunset yellow), Food colouring matters",32,IV,18%
3242,3204.19.82,"Yellow 4 (Tartrazine), Food colouring matters",32,IV,18%
3243,3204.19.83,"Red 5 to 8 (Poncean), Food colouring matters",32,IV,18%
3244,3204.19.84,"Red 9 (Amaranth), Food colouring matters",32,IV,18%
3245,3204.19.85,"Oranges, Food colouring matters",32,IV,18%
3246,3204.19.86,"Violets, Food colouring matters",32,IV,18%
3247,3204.19.87,"Greens, Food colouring matters",32,IV,18%
3248,3204.19.88,"Browns, Food colouring matters",32,IV,18%
3249,3204.19.89,"Other, Food colouring matters",32,IV,18%
3250,3204.20.00,Synthetic organic products of a kind used as fluorescent brightening agents ,32,IV,18%
3251,3204.20.10,Optical whitening agents,32,IV,18%
3252,3204.20.90,Optical whitening agents: Other,32,IV,18%
3253,3204.90.00,Synthetic organic products of the kind used as luminophores,32,IV,18%
3254,3205.00.00,Colour lakes; preparations as specified in note 3 to this chapter based on colour lakes,32,IV,18%
3255,3206.00.00,"Other colouring matter; preparations as specified in note 3 to this chapter, other than those of headings 3203, 3204 or 3205; inorganic products of a kind used as luminophores, whether or not chemically defined.

",,IV,18%
3256,3206.10.00,Pigments and preparations based on titanium dioxide,32,IV,18%
3257,3206.20.00,Pigments and preparations based on chromium compounds,32,IV,18%
3258,3206.30.00,Pigments and preparations based on cadmium compounds,32,IV,18%
3259,3206.41.00,Ultramarine and preparations based thereon,32,IV,18%
3260,3206.41.00 ,Ultra marine Blue (Pigment),32,IV,18%
3261,3206.42.00,"Lithopone, other pigments, preparations based on zinc sulphide",32,IV,18%
3262,3206.43.00,Pigments and preparations based on hexacyanoferrates (ferrocyanides),32,IV,18%
3263,3206.49.00,Other coloring matter and other preparations,32,IV,18%
3264,3206.50.00,Inorganic products of a kind used as luminophores,32,IV,18%
3265,3206.90.00,Master batches,32,IV,18%
3266,3207.00.00,"Prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes, engobes (slips), liquid lustres and similar preparations, of a kind used in the ceramic enamelling or glass industry.",32,IV,18%
3267,3207.10.00,"Prepared pigments, prepared opacifiers, prepared colors, similar preparations",32,IV,18%
3268,3207.10.90,Other prep. Pigments,32,IV,18%
3269,3207.20.00,"Vitrifiable enamels and glazes, engobes, similar preparations",32,IV,18%
3270,3207.30.00,Liquid lustres and similar preparations,32,IV,18%
3271,3207.40.00,"Glass frit and other glass, in the form of powder, granules, flakes",32,IV,18%
3272,3207.90.00,"Glass frit and other glass, in the form of powder, granules, flakesOther",32,IV,18%
3273,3208.00.00,Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers.,32,V,28%
3274,3208.10.00,"Paints, varnishes, natural polymer solution based on polyesters",32,V,28%
3275,3208.10.10,"Paints, varnishes, natural polymer solution based on polyesters -Enamels",32,V,28%
3276,3208.10.20,"Paints, varnishes, natural polymer solution based on polyesters - Lacquers",32,V,28%
3277,3208.10.30,"Paints, varnishes, natural polymer solution based on polyesters - Varnishes",32,V,28%
3278,3208.10.90,"Paints, varnishes, natural polymer solution based on polyesters - Other",32,V,28%
3279,3208.20.00,"Paints, varnishes, ethylene polymer solution based on acrylic or vinyl polymers",32,V,28%
3280,3208.20.10,"Paints, varnishes, ethylene polymer solution based on acrylic or vinyl polymers - Enamels",32,V,28%
3281,3208.20.20,"Paints, varnishes, ethylene polymer solution based on acrylic or vinyl polymers - Lacquers",32,V,28%
3282,3208.20.30,"Paints, varnishes, ethylene polymer solution based on acrylic or vinyl polymers - Varnishes",32,V,28%
3283,3208.20.90,"Paints, varnishes, ethylene polymer solution based on acrylic or vinyl polymers - Other",32,V,28%
3284,3208.90.00,"Other paints, varnishes, ethylene polymer or natural polymer solution",32,V,28%
3285,3208.90.11,"Other paints, varnishes, ethylene polymer or natural polymer solution - Nitrocellulose",32,V,28%
3286,3208.90.19,"Other paints, varnishes, ethylene polymer or natural polymer solution - Other",32,V,28%
3287,3208.90.21,"Other paints, varnishes, ethylene polymer or natural polymer solution - Synthetic enamel, ultra while paints",32,V,28%
3288,3208.90.22,"Other paints, varnishes, ethylene polymer or natural polymer solution - Synthetic enamel, other colours",32,V,28%
3289,3208.90.30,"Other paints, varnishes, ethylene polymer or natural polymer solution - Lacquers",32,V,28%
3290,3208.90.41,Insulating varnish,32,V,28%
3291,3208.90.50,Slip agents,32,V,28%
3292,3208.90.90,Slip agents: Other,32,V,28%
3293,3209.00.00,"Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in an aqueous medium - based on acrylic or vinyl polymers ",32,V,28%
3294,3209.10.00,Paints and varnishes based on acrylic or vinyl polymers dissolved in aqueous medium),32,V,28%
3295,3209.10.10,Acrylic emulsion,32,V,28%
3296,3209.10.90,Acrylic emulsion: Other,32,V,28%
3297,3209.90.00,Other paints and varnishes (dissolved in aqueous medium),32,V,28%
3298,3209.90.10,Dispersion paints,32,V,28%
3299,3209.90.20,Emulsion paints not elsewhere specified,32,V,28%
3300,3210.00.00,"Other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for finishing leather.",32,V,28%
3301,3210.00.00,"Paints & varnishes nesoi, water pigments for leather",32,V,28%
3302,3210.00.11,"Dry distemper, including cement based water paints",32,V,28%
3303,3210.00.12,Oil bound distemper,32,V,28%
3304,3210.00.20,Prepared water pigments of a kind used for finishing leather,32,V,28%
3305,3210.00.30,Metallic powder or flakes prepared as paints,32,V,28%
3306,3210.00.40,Poly Tetra Fluoro Ethylene (PTFE)/ Silicon resin based coating materials,32,V,28%
3307,3210.00.90,Poly Tetra Fluoro Ethylene (PTFE)/ Silicon resin based coating materials: Other,32,V,28%
3308,3211.00.00,Prepared driers,32,IV,18%
3309,3212.00.00,"Pigments (including metallic powders and flakes) dispersed in non - aqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels); stamping foils; dyes and other colouring matter put up in forms or packings for retail sale stamping foils",32,IV,18%
3310,3212.10.00,Stampingfoils,32,IV,18%
3311,3212.90.00,"Pigments dispersed in non-aqueous media, dyes put up in packings",32,IV,18%
3312,3212.90.20,Dyes and other colouring matter put up in forms or packings for retail sale,32,IV,18%
3313,3212.90.30,Aluminium paste,32,IV,18%
3314,3212.90.90,Aluminium paste: Other,32,IV,18%
3315,3213.00.00,"Artists, students,or signboard painter,colours, modifiying tints, amusement colours and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings ",32,V,28%
3316,3213.10.00,Colors in sets,32,V,28%
3317,3213.90.00,Other colors,32,V,28%
3318,3213.90.10,"Pigments in linseed oil, white spirit, or spriti of turpentine",32,V,28%
3319,3214.00.00,"Glaziers putty, grafting putty, resin cements, caulking compounds and other mastics; painters fillings; non - refractory surfacing prepartions for facades, indoor walls, floors, ceilings or the like.",32,V,28%
3320,3214.10.00  ,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics",32,V,28%
3321,3214.90.00,"Non-refractory surfacing preparations for facades, indoor walls, floors, ceilings or the like",32,V,28%
3322,3214.90.10,Non-refractory surfacing preparations,32,V,28%
3323,3214.90.20,Resin cement,32,V,28%
3324,3214.90.30,"Other -Non-refractory surfacing preparations for facades, indoor walls, floors, ceilings or the like",32,V,28%
3325,3215.00.00,"Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid ",32,IV,18%
3326,3215.00.00,Printing Ink,32,IV,18%
3327,3215.10.00,Printing ink whether or not concentrated or solid,32,IV,18%
3328,3215.11.00,Black printing ink,32,IV,18%
3329,3215.11.10,Lithographicink and jelly,32,IV,18%
3330,3215.11.20,Newspaper ink,32,IV,18%
3331,3215.11.30,Rotary ink,32,IV,18%
3332,3215.11.40,Screen printing ink,32,IV,18%
3333,3215.19.00,Printing ink (other than black),32,IV,18%
3334,3215.19.10,Lithographicink and jelly,32,IV,18%
3335,3215.19.20,Newspaper ink,32,IV,18%
3336,3215.19.30,Rotary ink,32,IV,18%
3337,3215.19.40,Screen printing ink,32,IV,18%
3338,3215.90.00,Other inks (writing inks),32,IV,18%
3339,3215.90.10,Fountain pen ink,32,III,12%
3340,3215.90.20,Ball pen ink,32,III,12%
3341,3215.90.30,Indelible ink,32,IV,18%
3342,3215.90.40,Drawing ink,32,IV,18%
3343,3215.90.90,Drawing ink: Other,32,IV,18%
3344,3200.00.00,"Wattle extract, quebracho extract, chestnut extract",32,II,5%
3345,3301.00.00,"Essential oils (terpeneless or not), including concretes and absolutes; resinoids; extracted oleoresins; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration; terpenic by-products of the deterpenation of essential oils; aqueous distillates and aqueous solutions of essential oils, such as essential oils of citrus fruit, essential oils other than those of citurs fruit such as Eucalyputs oil, etc., Flavouring essences all ypes (including those for liquors), Attars of all kinds in fixed oil basis.",33,IV,18%
3346,3301.11.00,Essential oil of bergamot,33,IV,18%
3347,3301.12.00,Essential oil of orange,33,IV,18%
3348,3301.13.00,Essential oil of lemon,33,IV,18%
3349,3301.14.00,Essential oil of lime,33,IV,18%
3350,3301.19.00,Essential oils of other citrus fruit,33,IV,18%
3351,3301.19.10,Citronella oil,33,IV,18%
3352,3301.21.00,Essential oil of geranium,33,IV,18%
3353,3301.22.00,Essential oil of jasmin,33,IV,18%
3354,3301.23.00,Essential oils of lavender or of lavandin,33,IV,18%
3355,3301.24.00,Essential oil of peppermint (mentha piperita),33,IV,18%
3356,3301.25.00,Essential oils of other mints,33,IV,18%
3357,3301.25.10,Spearmint oil (ex-mentha spicata),33,IV,18%
3358,3301.25.20,Water minto-oil (ex-mentha aquatic),33,IV,18%
3359,3301.25.30,Horsemint oil (ex-mentha sylvestries),33,IV,18%
3360,3301.25.40,Bergament oil (ex-mentha citrate),33,IV,18%
3361,3301.26.00,Essential oil of vetiver (Vetivert oil),33,IV,18%
3362,3301.29.00,"Lemon grass oil, Palmarosa oil, Vetivert oil, Citronella oil, Cinnamon oil, clove leaf oil",33,IV,18%
3363,3301.29.11,Anise oil,33,IV,18%
3364,3301.29.12,Cajuput oil,33,IV,18%
3365,3301.29.13,Cananga oil,33,IV,18%
3366,3301.29.14,Caraway oil,33,IV,18%
3367,3301.29.15,Cassia oil,33,IV,18%
3368,3301.29.16,Cedarwool oil,33,IV,18%
3369,3301.29.17,Cinnamon bark oil,33,IV,18%
3370,3301.29.18,Cinnamon leaf oil,33,IV,18%
3371,3301.29.21,Clove leaf /stem oil,33,IV,18%
3372,3301.29.22,Coriander seed oil,33,IV,18%
3373,3301.29.23,Dill oil (anethum oil),33,IV,18%
3374,3301.29.24,Eucalyptus oil,33,IV,18%
3375,3301.29.25,Fennel seed oil,33,IV,18%
3376,3301.29.26,Ginger oil,33,IV,18%
3377,3301.29.27,Ginger grass oil,33,IV,18%
3378,3301.29.28,Clove bud oil,33,IV,18%
3379,3301.29.31,Tuberose oil,33,IV,18%
3380,3301.29.32,Nutmeg oil,33,IV,18%
3381,3301.29.33,Palmarosa oil,33,IV,18%
3382,3301.29.34,Patchouli oil,33,IV,18%
3383,3301.29.35,Pepper oil,33,IV,18%
3384,3301.29.36,Petitgrain oil,33,IV,18%
3385,3301.29.37,Sandal wood oil,33,IV,18%
3386,3301.29.38,Rose oil,33,IV,18%
3387,3301.29.41,Camphor oil,33,IV,18%
3388,3301.29.42,Lemon grass oil,33,IV,18%
3389,3301.29.43,Ylang ylang oil,33,IV,18%
3390,3301.29.44,Davana oil,33,IV,18%
3391,3301.29.45,Cumin oil,33,IV,18%
3392,3301.29.46,Celery seed oil,33,IV,18%
3393,3301.29.47,Garlic oil,33,IV,18%
3394,3301.29.48,Paprika oil,33,IV,18%
3395,3301.29.49,Turmeric oil,33,IV,18%
3396,3301.29.50,Spices oil ,33,IV,18%
3397,3301.29.90,Ramachom oil,33,IV,18%
3398,3301.30.00,Resinoids,33,IV,18%
3399,3301.90.00,"Concentrates, terpenic by-products, aqueous distillates of essential oils",33,IV,18%
3400,3301.90.31,Attars of all kinds in fixed oil base,33,IV,18%
3401,3301.90.32,Mustard oil aroma,33,IV,18%
3402,3301.90.33,Essence of ambrettolide (ambrette seed oil essence),33,IV,18%
3403,3302.00.00,"Mixtures of odoriferous substances and mixtures(including alcoholic solutions) with a basis ofone or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufacture of beverages; such as Synthetic perfumery compounds [Inclduing Fractionated / deterpenated mentha oil (DTMO), Dementholised oil (DMO), Spearmint oil, Mentha piperita oil]",33,IV,18%
3404,3302.10.00,Mixtures of odoriferous substances for food or drink industries,33,IV,18%
3405,3302.90.00,Other mixtures of odoriferous substances,33,IV,18%
3406,3302.90.11,Synthetic perfumery compounds,33,IV,18%
3407,3302.90.12,Synthetic essential oil,33,IV,18%
3408,3302.90.20,Aleuritic acid,33,IV,18%
3409,3303.00.00,Perfumes and toilet waters,33,V,28%
3410,3303.00.10,Eau de cologne,33,V,28%
3411,3303.00.20,Rose water,33,V,28%
3412,3303.00.30,Keora water,33,V,28%
3413,3303.00.40,Perfumes and perfumery compunds containing spirit (excluding aqueous distillates),33,V,28%
3414,3303.00.50,Perfumes containing spirit,33,V,28%
3415,3303.00.60,Spirituous toilet preparation not elsewhere specified or included,33,V,28%
3416,3304.00.00,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or suntan preparations; manicure or pedicure preparations",33,V,28%
3417,3304.00.00,"Kumkum, Bindi, Sindur, Alta",33,I,NIL
3418,3304.10.00,Lip make-up preparations (Lipsticks),33,V,28%
3419,3304.20.00,Eye make-up preparations (Eye liners),33,V,28%
3420,3304.30.00,Manicure or pedicure preparations,33,V,28%
3421,3304.91.00,Beauty or make-up preparations (powder type),33,V,28%
3422,3304.91.10,Face Packs,33,V,28%
3423,3304.91.20,Talcum powder,33,V,28%
3424,3304.99.00,Other beauty or make-up preparations,33,V,28%
3425,3304.99.10,Face cream,33,V,28%
3426,3304.99.20,Nail polishes and varnishes,33,V,28%
3427,3304.99.30,Moisturizers,33,V,28%
3428,3304.99.40,"Kumkum, Bindi, Alta & Sindur",33,I,NIL
3429,3305.00.00,"Preparations for use on the hair such as shampoos, Hair Lacquers, Hair cream, hair dyes (natural, herbal or synthetic ) [except Hair oil - 3305.90.11.; 3305.9019]",33,V,28%
